,Potential_Customer,Cust_Last_Purchase,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,total_pur_3years,total_pur_5years,total_ad_res_1year,total_ad_res_3years,total_ad_res_5years
352,0,6.0,18,65,S,1,64.0,F,H,70789.0,5,14,19,50,76
353,1,6.0,19,124,A,0,82.0,M,H,70789.0,5,16,16,40,90
354,1,10.0,18,32,A,0,35.0,F,U,35456.0,3,3,14,37,34
355,0,20.0,18,38,A,0,49.0,F,U,35456.0,2,4,16,34,38
356,0,20.0,19,41,A,1,39.0,M,U,31228.0,9,15,19,45,49
357,0,20.0,17,124,S,1,39.0,F,U,31228.0,10,32,19,52,94
358,1,20.0,19,109,A,0,51.0,F,H,31228.0,2,12,21,41,103
359,0,10.0,15,69,E,0,57.0,F,H,35000.0,2,9,13,30,64
360,0,10.0,15,115,A,1,58.0,F,H,35000.0,3,12,17,45,94
361,1,10.0,13,43,A,1,43.0,F,U,35000.0,8,14,31,62,71
362,1,10.0,8,80,S,1,56.0,F,U,19203.0,15,35,36,69,124
363,0,12.0,20,20,F,0,35.0,F,H,69679.0,2,2,11,21,18
364,0,12.0,16,113,A,1,40.0,F,H,58656.0,3,20,19,45,98
365,1,12.0,18,65,S,1,51.0,M,H,58656.0,7,19,19,50,78
366,1,13.0,4,62,A,0,81.0,M,H,58656.0,5,15,40,64,88
367,1,10.0,19,80,A,1,81.0,F,H,91886.0,5,19,19,48,83
368,1,15.0,15,92,E,0,54.0,F,H,48209.0,2,9,12,33,64
369,0,30.0,18,56,A,0,49.0,F,U,48209.0,7,11,19,50,64
370,0,30.0,18,87,A,1,61.0,F,H,48209.0,0,16,19,19,86
371,1,30.0,24,24,N,0,56.0,M,U,48209.0,2,2,16,30,30
372,1,15.0,17,88,A,1,56.0,F,H,48209.0,1,11,19,37,80
373,0,10.0,26,104,A,0,69.0,M,U,48209.0,1,12,14,33,89
374,0,10.0,17,45,A,0,62.0,M,U,48209.0,12,18,18,51,60
375,0,10.0,20,38,A,0,75.0,M,U,48209.0,4,5,20,44,44
376,1,10.0,20,20,F,0,58.0,M,U,56544.0,1,1,14,20,20
377,0,5.0,19,19,F,0,45.0,F,H,56544.0,2,2,14,24,21
378,0,5.0,18,76,S,1,74.0,M,U,56544.0,5,18,19,47,76
379,1,5.0,6,53,A,0,78.0,F,H,56544.0,7,12,28,55,66
380,1,20.0,21,139,A,1,31.0,M,U,56544.0,2,25,24,50,99
381,1,32.0,7,69,A,1,54.0,M,U,56544.0,8,20,34,65,123
382,0,40.0,16,41,A,0,54.0,F,U,56544.0,4,6,20,49,49
383,1,40.0,18,57,A,0,54.0,M,H,53637.0,1,4,19,38,60
384,0,7.0,17,122,S,1,28.0,M,U,40883.0,7,27,18,46,93
385,1,7.0,15,124,S,1,87.0,M,U,40883.0,10,36,17,43,97
386,1,10.0,13,42,S,1,87.0,F,H,64766.0,14,21,40,71,74
387,0,10.0,18,84,S,1,87.0,F,U,36059.0,3,13,19,48,81
388,1,10.0,17,114,A,0,63.0,M,H,55548.0,6,17,19,48,96
389,0,25.0,17,88,S,1,70.0,F,H,46712.0,6,14,18,49,83
390,1,25.0,17,75,A,0,81.0,F,U,43714.0,2,7,19,35,66
391,1,7.0,18,24,N,0,51.0,F,U,40079.0,4,4,18,34,29
392,0,10.0,24,24,N,0,73.0,M,H,55179.0,2,2,10,24,21
393,0,10.0,17,17,F,0,48.0,F,H,45746.0,2,2,14,21,18
394,0,10.0,18,124,S,1,55.0,M,H,43346.0,7,30,20,51,110
395,0,10.0,24,125,A,1,74.0,M,U,43346.0,4,21,17,42,95
396,1,10.0,18,54,A,1,74.0,F,U,41535.0,8,15,19,52,65
397,0,11.0,18,101,A,0,37.0,M,H,41535.0,5,17,21,49,88
398,1,11.0,18,109,S,1,45.0,M,H,57075.0,8,45,21,54,106
399,0,3.0,17,122,S,1,85.0,M,U,57075.0,6,23,20,50,105
400,1,3.0,15,130,S,1,56.0,M,U,57075.0,21,60,20,50,115
401,0,12.0,15,45,E,0,56.0,M,H,49747.0,2,6,12,29,44
402,1,12.0,26,124,A,1,59.0,F,H,46887.0,3,39,7,31,82
403,1,7.0,17,89,A,0,60.0,M,H,46887.0,7,14,19,45,82
404,0,10.0,15,81,S,1,35.0,M,H,46887.0,3,12,20,37,78
405,1,10.0,16,76,S,1,45.0,F,U,46887.0,4,19,12,28,50
406,0,15.0,19,126,A,1,45.0,M,U,46887.0,3,25,18,47,103
407,1,15.0,21,27,A,0,45.0,F,H,50395.0,3,3,17,35,31
408,0,11.0,19,45,A,0,33.0,F,H,44777.0,6,11,18,49,56
409,1,11.0,20,32,A,1,45.0,F,H,44777.0,9,9,18,39,36
410,1,4.0,19,92,S,1,72.0,F,H,65091.0,14,47,22,54,101
411,1,10.0,5,130,S,1,36.0,M,H,39562.0,3,29,29,55,130
412,1,30.0,18,44,A,0,81.0,M,U,61929.0,1,3,20,39,52
413,0,20.0,16,69,A,0,81.0,F,H,61929.0,3,8,18,35,51
414,1,20.0,16,23,N,0,51.0,F,U,61929.0,2,4,21,32,28
415,1,4.0,17,126,A,1,64.0,M,H,37320.0,6,26,17,41,89
416,0,21.0,18,113,S,1,79.0,F,H,37320.0,11,49,21,53,111
417,0,21.0,18,113,A,1,81.0,M,U,45463.0,1,17,20,42,99
418,0,21.0,21,28,A,1,81.0,F,U,45463.0,6,7,20,40,37
419,0,21.0,17,65,A,0,81.0,M,H,45463.0,4,8,20,35,49
420,1,21.0,24,29,A,0,64.0,F,U,45463.0,4,4,14,33,31
421,1,20.0,17,76,A,0,64.0,M,H,59774.0,2,8,20,38,66
422,0,5.0,18,76,S,1,83.0,F,U,59774.0,7,19,20,53,87
423,0,5.0,21,127,A,1,83.0,M,U,59774.0,2,24,16,42,94
424,0,5.0,24,29,A,0,80.0,M,H,55033.0,4,4,18,39,36
425,1,5.0,21,130,S,1,53.0,M,U,55033.0,9,66,16,48,116
426,1,18.0,15,69,A,0,45.0,M,H,49558.0,7,12,22,52,77
427,1,15.0,25,87,A,1,69.0,F,H,49558.0,3,17,19,52,89
428,0,20.0,18,120,A,1,87.0,M,H,52567.0,2,19,14,33,89
429,0,20.0,18,38,A,0,59.0,F,H,79452.0,5,8,19,50,48
430,1,20.0,21,45,A,0,87.0,M,H,44756.0,5,8,18,48,53
431,0,10.0,17,57,A,0,17.0,M,H,44756.0,4,8,19,46,61
432,1,10.0,15,17,F,0,70.0,M,U,44698.0,2,3,15,22,19
433,1,30.0,16,45,A,0,54.0,F,H,45055.0,4,7,21,54,59
434,1,10.0,25,121,A,1,78.0,F,H,45055.0,2,33,26,44,127
435,1,20.0,22,64,A,1,49.0,F,H,48341.0,2,19,18,46,73
436,1,13.0,18,41,A,0,68.0,M,H,48341.0,6,9,19,48,51
437,0,10.0,20,31,A,0,48.0,M,U,48341.0,2,3,19,33,35
438,0,10.0,17,87,S,1,83.0,F,U,62589.0,16,41,11,41,84
439,1,10.0,25,130,A,1,83.0,M,H,41240.0,2,36,13,32,100
440,1,6.0,17,98,A,1,75.0,F,H,44375.0,6,14,14,37,65
441,1,5.0,16,118,S,1,61.0,F,H,45333.0,13,49,16,46,105
442,1,5.0,26,64,A,1,61.0,M,H,51181.0,3,10,11,34,56
443,1,9.0,19,105,S,1,63.0,F,U,51181.0,10,43,19,52,108
444,0,17.0,17,130,S,1,17.0,M,H,53010.0,14,51,17,44,104
445,1,17.0,17,67,A,1,41.0,M,U,48554.0,6,13,19,50,81
446,1,5.0,16,104,S,1,73.0,M,H,47942.0,7,29,18,45,94
447,1,5.0,16,119,S,1,77.0,F,U,47942.0,6,30,14,38,88
448,1,7.0,17,101,A,1,72.0,M,H,48602.0,9,20,20,45,73
449,0,5.0,16,16,F,0,72.0,F,H,49292.0,2,2,16,23,20
450,1,5.0,20,52,S,1,82.0,M,U,42796.0,14,23,10,41,57
451,0,14.0,18,77,A,0,67.0,F,U,45250.0,3,15,19,48,79
452,1,14.0,20,93,A,1,62.0,F,U,39649.0,4,22,19,50,93
453,0,10.0,16,101,A,0,75.0,M,H,37883.0,2,13,19,51,94
454,1,10.0,17,89,A,1,53.0,F,H,37883.0,7,24,19,49,85
455,0,10.0,18,41,A,0,51.0,M,U,37883.0,4,7,19,52,52
456,1,10.0,15,129,A,1,51.0,F,H,41210.0,4,30,10,32,87
457,0,10.0,19,100,A,1,51.0,F,H,67560.0,3,11,19,45,84
458,1,10.0,15,123,S,1,39.0,M,U,65846.0,9,22,19,45,101
459,0,25.0,15,92,A,0,64.0,M,U,65846.0,5,12,17,41,74
460,1,25.0,24,86,A,1,73.0,M,H,63159.0,3,18,19,52,87
461,1,6.0,17,24,N,1,73.0,F,H,63159.0,6,6,19,34,31
462,1,8.0,16,122,A,0,76.0,F,U,63159.0,5,16,13,28,61
463,0,7.0,18,78,A,1,43.0,F,H,47473.0,4,16,20,48,79
464,0,7.0,15,17,N,0,72.0,M,U,47473.0,2,3,17,24,21
465,0,7.0,18,130,A,0,73.0,F,H,58514.0,3,16,27,60,130
466,1,7.0,18,38,A,0,65.0,F,H,35263.0,5,8,18,42,42
467,0,5.0,15,112,A,0,76.0,F,H,42757.0,2,10,19,38,88
468,0,5.0,16,50,A,0,55.0,M,H,52294.0,6,8,20,42,51
469,1,5.0,4,113,A,1,76.0,M,H,52294.0,2,28,19,45,105
470,0,5.0,25,113,A,1,79.0,M,H,60977.0,6,26,19,51,105
471,1,5.0,15,64,S,1,47.0,M,H,60977.0,10,19,20,53,73
472,0,20.0,17,41,S,1,79.0,M,H,60977.0,17,19,19,47,47
473,0,20.0,17,40,A,1,79.0,F,U,60977.0,8,11,20,48,51
474,1,20.0,19,105,S,1,79.0,F,H,48940.0,7,29,19,52,105
475,0,15.0,26,81,A,0,56.0,F,H,78594.0,1,8,13,31,62
476,0,15.0,17,17,F,0,56.0,M,H,78594.0,2,2,14,21,19
477,0,15.0,19,129,A,0,50.0,F,U,58068.0,1,11,14,32,85
478,0,15.0,17,129,F,1,82.0,M,U,54688.0,16,59,23,52,125
479,0,15.0,24,129,A,1,57.0,F,U,54688.0,4,25,13,36,89
480,1,15.0,16,32,E,1,57.0,F,U,54688.0,10,12,9,20,20
481,1,10.0,17,29,A,1,57.0,M,U,54688.0,8,8,20,39,36
482,1,8.0,18,122,S,1,57.0,M,H,44755.0,4,27,20,51,106
483,0,25.0,25,40,A,0,45.0,F,U,52465.0,2,8,6,22,27
484,1,25.0,4,129,A,1,63.0,M,H,42375.0,1,48,48,65,145
485,1,10.0,16,16,F,0,45.0,F,U,55540.0,1,1,18,23,21
486,1,25.0,19,123,S,1,60.0,F,H,55540.0,4,24,19,47,103
487,0,17.0,16,122,S,1,58.0,F,H,55540.0,5,25,20,49,100
488,1,17.0,21,67,A,0,58.0,F,H,55540.0,3,6,14,37,62
489,1,10.0,18,74,S,1,50.0,F,H,55540.0,14,24,19,51,80
490,1,22.0,26,76,A,0,67.0,F,H,52188.0,1,7,15,33,65
491,0,12.0,18,128,S,1,69.0,F,U,37990.0,7,37,12,38,81
492,1,12.0,17,89,A,0,69.0,F,H,37990.0,3,10,19,42,68
493,0,10.0,19,44,A,0,63.0,F,H,40750.0,6,12,18,45,48
494,0,10.0,15,75,A,0,74.0,M,U,51661.0,5,14,11,30,40
495,0,10.0,17,68,S,1,74.0,M,U,51661.0,10,28,19,45,73
496,0,10.0,17,69,S,1,74.0,M,H,43728.0,5,20,16,39,67
497,1,10.0,9,79,A,1,37.0,F,U,43728.0,11,41,35,66,113
498,1,20.0,24,67,A,1,37.0,F,H,47500.0,6,14,12,43,70
499,0,25.0,18,125,S,1,87.0,M,H,47500.0,3,38,12,34,96
500,1,25.0,15,67,A,1,66.0,F,U,46477.0,2,8,17,34,64
501,1,10.0,19,119,A,0,69.0,F,U,46477.0,5,17,19,47,96
502,1,14.0,17,57,A,0,69.0,M,H,41148.0,7,14,19,51,66
503,0,30.0,21,55,A,0,32.0,M,H,40739.0,2,7,18,46,58
504,0,30.0,18,53,S,1,32.0,M,U,40739.0,17,27,18,47,56
505,1,30.0,15,65,A,0,36.0,M,H,64196.0,3,10,20,53,80
506,0,5.0,17,113,S,1,65.0,F,U,39375.0,9,54,19,51,108
507,1,5.0,18,129,S,1,76.0,M,U,39375.0,9,53,15,47,114
508,0,4.0,17,105,S,1,76.0,M,H,44353.0,10,37,15,39,94
509,0,4.0,18,45,A,1,57.0,F,U,44353.0,4,10,21,54,62
510,0,4.0,16,131,S,1,73.0,M,H,40375.0,5,22,20,37,80
511,0,4.0,20,20,F,0,27.0,M,U,40375.0,1,1,16,23,22
512,1,4.0,15,40,A,0,27.0,M,U,36906.0,9,11,17,43,44
513,0,50.0,17,113,S,1,59.0,M,U,36906.0,7,20,19,51,91
514,0,50.0,24,45,A,1,69.0,M,H,36906.0,4,8,14,38,41
515,1,50.0,18,28,A,0,69.0,F,U,27438.0,2,2,14,26,28
516,1,15.0,26,39,A,1,39.0,F,U,40508.0,3,5,14,41,41
517,1,10.0,24,40,A,1,47.0,F,U,54752.0,10,15,18,51,53
518,1,25.0,17,68,A,0,47.0,M,H,47256.0,1,5,18,32,63
519,1,15.0,17,87,A,1,87.0,F,U,47256.0,11,34,34,65,133
520,1,15.0,5,76,S,1,63.0,F,U,54684.0,3,20,37,64,100
521,1,16.0,16,30,A,1,67.0,M,H,54684.0,5,5,18,38,34
522,1,10.0,18,29,A,1,61.0,M,H,54684.0,6,7,18,38,35
523,0,15.0,23,87,A,1,44.0,F,U,49907.0,5,25,14,43,85
524,1,15.0,20,65,A,0,44.0,M,U,49907.0,1,5,14,25,44
525,0,25.0,18,23,N,0,40.0,M,H,49907.0,5,5,20,35,32
526,1,25.0,18,53,A,1,45.0,F,H,43731.0,6,13,18,51,63
527,0,10.0,18,64,S,1,71.0,F,H,55288.0,8,21,17,43,66
528,0,10.0,18,78,A,0,79.0,M,U,55288.0,2,8,17,34,71
529,1,10.0,16,116,S,1,46.0,M,H,71191.0,9,29,16,42,96
530,0,15.0,19,97,A,0,43.0,F,H,71191.0,2,6,20,39,71
531,0,15.0,12,86,S,1,78.0,M,U,71191.0,7,19,49,82,115
532,0,15.0,16,29,A,1,67.0,F,H,48438.0,7,8,20,39,35
533,0,15.0,22,29,A,0,84.0,F,U,43750.0,6,6,18,39,35
534,0,15.0,19,130,A,1,84.0,F,H,66505.0,4,21,19,52,101
535,0,15.0,18,53,A,1,26.0,M,H,66505.0,8,12,19,49,65
536,0,15.0,4,44,A,0,66.0,M,U,66505.0,5,8,19,46,46
537,1,15.0,18,68,A,1,71.0,M,U,53929.0,1,15,21,40,91
538,0,10.0,18,53,A,0,37.0,F,H,53929.0,3,7,12,41,50
539,1,10.0,4,125,S,1,78.0,F,U,42305.0,5,34,19,48,108
540,0,20.0,15,65,A,1,75.0,M,U,44596.0,5,11,20,43,63
541,0,20.0,25,126,A,1,78.0,F,U,44596.0,3,34,17,37,102
542,1,20.0,17,56,A,0,78.0,F,U,40402.0,2,4,18,42,53
543,0,10.0,20,20,F,0,57.0,M,U,42500.0,1,1,14,21,21
544,1,10.0,17,80,A,0,31.0,M,U,42500.0,8,17,12,42,78
545,0,21.0,4,69,A,1,31.0,M,H,40375.0,9,31,47,77,130
546,1,21.0,15,32,A,0,31.0,F,H,48441.0,5,5,16,40,37
547,0,6.0,26,122,A,1,58.0,F,H,48441.0,2,16,13,38,88
548,0,6.0,18,28,A,0,58.0,M,U,38184.0,2,2,14,27,30
549,1,6.0,19,67,S,1,58.0,M,U,38184.0,10,22,19,51,85
550,0,10.0,16,105,A,1,71.0,F,H,38477.0,3,13,15,32,71
551,0,10.0,15,125,A,1,73.0,M,H,38477.0,1,37,17,37,113
552,0,10.0,17,42,A,0,44.0,M,U,48071.0,2,3,20,40,47
553,1,10.0,19,41,A,0,61.0,M,H,35861.0,3,6,16,40,43
554,1,15.0,18,69,A,0,47.0,M,U,35861.0,2,8,9,18,39
555,0,10.0,17,17,F,0,47.0,F,H,41608.0,2,2,14,21,18
556,1,10.0,18,26,N,1,61.0,F,U,55144.0,6,6,18,37,31
557,0,9.0,17,123,A,1,61.0,M,U,39940.0,5,18,19,47,97
558,1,9.0,21,88,S,1,61.0,M,H,35469.0,12,25,23,54,83
559,0,15.0,15,32,F,1,61.0,F,U,34833.0,9,11,28,51,55
560,1,15.0,21,75,A,0,62.0,M,U,49492.0,2,8,14,36,62
561,1,16.0,18,52,S,1,42.0,M,U,49492.0,3,13,39,66,87
562,1,8.0,5,87,S,1,45.0,M,H,43927.0,11,33,34,57,108
563,1,21.0,21,105,A,1,57.0,F,H,43927.0,4,20,19,45,90
564,1,15.0,23,125,A,1,77.0,F,H,41155.0,8,34,19,48,102
565,0,10.0,18,126,S,1,87.0,F,H,41155.0,11,32,18,49,92
566,0,10.0,18,32,A,0,55.0,M,H,40956.0,4,6,16,35,34
567,0,10.0,24,125,S,1,55.0,M,H,51596.0,4,33,13,42,104
568,1,10.0,15,116,S,1,77.0,F,H,53750.0,4,17,19,37,94
569,0,14.0,24,123,A,1,46.0,M,H,56442.0,3,30,15,40,107
570,0,14.0,16,88,A,0,72.0,F,U,56442.0,5,11,17,43,67
571,1,14.0,17,105,A,1,86.0,F,H,46608.0,6,30,12,29,63
572,1,15.0,21,126,A,1,86.0,M,U,39750.0,5,17,18,51,98
573,0,5.0,16,80,A,1,86.0,F,U,46272.0,10,23,36,67,124
574,0,5.0,15,52,A,1,76.0,M,H,42813.0,11,22,32,63,96
575,1,5.0,17,86,S,1,32.0,M,H,41594.0,8,30,17,48,90
576,0,6.0,18,129,A,1,31.0,F,H,38770.0,3,47,18,45,111
577,1,6.0,15,127,S,1,31.0,M,H,38770.0,10,51,19,50,120
578,1,15.0,20,20,F,0,39.0,F,H,59396.0,2,2,11,21,18
579,1,10.0,19,49,A,1,69.0,M,H,40389.0,8,12,18,47,57
580,0,10.0,17,78,A,0,83.0,F,H,40389.0,2,8,12,26,52
581,1,10.0,20,128,A,1,67.0,F,U,40389.0,3,63,15,40,127
582,1,10.0,18,44,A,0,71.0,F,U,36503.0,6,12,18,51,55
583,0,20.0,18,93,A,1,56.0,M,U,40224.0,1,16,19,41,93
584,0,20.0,16,126,A,1,82.0,F,U,37083.0,2,21,15,33,90
585,1,20.0,16,86,A,1,71.0,M,H,36529.0,2,7,18,36,83
586,1,25.0,19,27,A,0,71.0,F,H,39231.0,2,2,16,30,31
587,0,9.0,18,52,A,1,67.0,M,H,42861.0,1,7,18,37,62
588,1,9.0,18,35,A,0,50.0,F,U,40622.0,9,9,19,46,43
589,0,25.0,18,127,A,1,27.0,F,U,40622.0,2,24,15,34,96
590,1,25.0,19,54,A,0,74.0,F,U,40417.0,2,4,20,33,46
591,0,5.0,17,105,S,1,83.0,F,U,44063.0,7,20,13,35,74
592,0,5.0,18,45,A,0,57.0,M,U,40417.0,1,3,19,38,52
593,0,5.0,15,126,A,1,86.0,M,U,41760.0,7,29,19,49,109
594,0,5.0,19,32,A,0,35.0,F,U,41760.0,3,3,18,32,36
595,0,5.0,18,125,A,1,68.0,F,H,39750.0,2,19,20,40,92
596,1,5.0,15,88,S,1,67.0,M,H,28409.0,13,34,16,41,81
597,0,15.0,15,41,A,1,28.0,M,H,44409.0,14,18,20,48,52
598,1,15.0,7,37,F,0,69.0,F,U,35833.0,2,9,32,39,56
599,0,12.0,17,78,S,1,69.0,F,U,37659.0,18,32,19,50,82
600,1,12.0,17,40,A,0,80.0,M,H,37659.0,3,6,19,39,49
601,0,3.0,23,77,A,0,37.0,M,U,37659.0,3,14,18,48,83
602,1,3.0,19,128,S,1,27.0,F,H,41530.0,3,31,13,32,83
603,0,20.0,16,130,S,1,75.0,M,U,41289.0,3,33,14,42,99
604,1,20.0,21,112,A,1,75.0,F,U,31172.0,4,23,18,50,109
605,0,15.0,18,74,S,1,40.0,M,H,32647.0,6,21,19,48,80
606,1,15.0,16,113,A,1,58.0,M,H,39750.0,2,16,21,49,95
607,0,15.0,17,40,A,0,46.0,M,H,140286.0,4,6,12,45,47
608,1,15.0,19,64,A,1,39.0,F,H,140286.0,4,14,19,51,78
609,1,32.0,24,53,S,1,57.0,M,H,55923.0,5,13,18,49,63
610,0,10.0,15,77,A,0,53.0,M,H,55923.0,2,5,19,33,51
611,1,10.0,18,26,N,0,80.0,M,H,82506.0,4,4,18,37,32
612,0,10.0,18,24,N,0,17.0,F,H,82506.0,4,4,20,36,33
613,1,10.0,16,56,S,1,50.0,F,H,82506.0,4,18,20,49,71
614,0,17.0,23,40,A,0,71.0,M,H,82506.0,4,6,14,39,41
615,0,17.0,18,112,A,1,77.0,F,H,51925.0,3,16,19,50,94
616,1,17.0,21,53,A,0,77.0,F,H,101095.0,4,9,15,45,55
617,1,25.0,16,57,A,0,57.0,F,U,101095.0,6,8,21,54,73
618,1,10.0,18,143,A,1,86.0,F,U,101095.0,3,22,33,59,130
619,0,24.0,17,17,F,0,72.0,M,H,42249.0,2,2,16,23,20
620,0,24.0,24,87,A,1,79.0,M,U,42249.0,4,17,15,44,83
621,0,24.0,15,44,S,1,38.0,M,U,75543.0,18,24,21,53,58
622,1,24.0,6,53,A,1,38.0,F,H,75543.0,14,29,43,72,104
623,1,5.0,15,105,A,1,35.0,M,H,80831.0,2,23,14,31,87
624,1,10.0,19,24,N,0,40.0,F,H,62944.0,3,3,18,34,30
625,0,15.0,15,100,S,1,87.0,F,H,49642.0,4,24,18,45,89
626,1,15.0,17,90,A,0,74.0,M,H,49642.0,7,20,19,49,84
627,0,32.0,22,124,A,0,37.0,F,H,49642.0,4,9,18,45,66
628,1,32.0,4,125,S,1,74.0,F,U,49642.0,22,130,58,89,200
629,0,10.0,15,63,A,0,74.0,M,H,56843.0,7,18,40,69,108
630,0,10.0,21,32,A,0,52.0,M,H,56843.0,2,2,14,27,32
631,1,10.0,24,130,A,1,70.0,F,U,56843.0,3,26,14,41,96
632,0,15.0,20,20,F,0,40.0,M,H,56843.0,1,1,16,22,22
633,1,15.0,15,29,A,0,66.0,F,H,56843.0,6,6,20,41,36
634,0,22.0,19,40,A,0,82.0,F,U,56543.0,3,5,19,50,52
635,0,22.0,18,35,A,0,51.0,F,H,77675.0,1,2,19,34,36
636,1,22.0,21,44,A,1,39.0,F,H,49486.0,4,8,18,43,47
637,1,20.0,26,94,A,1,46.0,F,U,45583.0,2,32,13,37,82
638,0,6.0,24,104,A,1,55.0,F,H,51534.0,7,29,17,48,100
639,1,6.0,24,29,A,0,29.0,M,U,50957.0,7,8,16,40,36
640,0,20.0,20,69,S,1,50.0,M,U,49688.0,10,35,20,52,86
641,0,20.0,5,29,A,0,49.0,M,H,49688.0,4,5,24,43,40
642,0,20.0,8,52,A,0,52.0,F,U,51268.0,4,9,27,54,60
643,0,20.0,15,129,S,1,52.0,F,H,51268.0,7,47,19,52,120
644,1,20.0,15,32,A,1,50.0,M,H,55918.0,4,4,16,31,36
645,1,6.0,15,109,S,1,66.0,M,H,41382.0,13,52,19,52,103
646,1,21.0,16,16,F,0,66.0,M,H,41382.0,2,2,15,22,18
647,0,15.0,16,108,A,1,75.0,M,H,41382.0,2,19,19,47,99
648,0,15.0,16,105,S,1,74.0,F,H,45932.0,14,31,12,40,85
649,0,15.0,16,105,A,0,67.0,M,H,45932.0,6,20,20,49,84
650,1,15.0,17,125,A,0,69.0,F,U,47489.0,2,15,15,41,94
651,0,16.0,18,41,S,1,65.0,F,H,47489.0,7,10,19,46,47
652,1,16.0,23,127,A,1,60.0,M,H,60176.0,3,26,16,47,103
653,0,25.0,11,20,F,1,56.0,F,U,43021.0,5,7,34,41,40
654,0,25.0,15,126,S,1,74.0,F,U,42265.0,4,35,17,43,103
655,0,25.0,15,57,N,0,74.0,M,U,26944.0,8,16,34,67,87
656,0,25.0,18,130,A,1,70.0,F,U,26944.0,2,34,19,39,102
657,1,25.0,19,119,A,1,74.0,M,H,42580.0,2,20,12,28,76
658,0,8.0,21,21,F,0,50.0,M,H,42580.0,2,2,14,24,21
659,0,8.0,7,129,S,1,86.0,F,H,42580.0,5,47,32,63,130
660,0,8.0,16,101,A,0,70.0,M,H,29229.0,3,10,19,44,93
661,1,8.0,16,126,S,1,80.0,F,H,37080.0,5,26,17,35,85
662,0,20.0,9,130,F,1,46.0,M,H,37080.0,6,30,31,60,120
663,0,20.0,20,75,A,0,57.0,F,H,37080.0,2,11,20,39,98
664,0,20.0,18,129,S,1,59.0,F,U,37080.0,14,60,20,51,118
665,0,20.0,15,116,S,1,59.0,F,U,26733.0,5,29,17,39,90
666,0,20.0,6,21,N,1,69.0,F,H,26733.0,5,6,37,51,49
667,0,20.0,19,130,S,1,48.0,F,H,67291.0,7,25,23,49,116
668,1,20.0,23,23,N,0,48.0,F,H,77857.0,2,2,11,21,18
669,0,30.0,15,126,A,1,44.0,M,H,52582.0,5,26,14,41,90
670,1,30.0,20,105,A,0,31.0,M,H,52582.0,3,12,19,52,93
671,1,28.0,15,26,N,1,25.0,F,U,52582.0,7,7,20,40,37
672,1,3.0,17,56,S,1,43.0,F,H,46353.0,9,17,18,45,60
673,0,20.0,23,127,S,1,66.0,M,H,64599.0,9,53,17,49,114
674,0,20.0,18,89,A,1,86.0,F,U,64599.0,5,16,19,52,91
675,1,20.0,10,105,A,1,86.0,F,U,64599.0,4,16,33,64,109
676,0,1.0,17,29,A,1,40.0,M,H,73034.0,7,7,19,38,34
677,0,1.0,19,45,A,0,40.0,M,H,70270.0,4,8,18,43,48
678,1,1.0,15,110,A,0,65.0,M,H,70270.0,7,20,33,53,87
679,0,15.0,17,110,E,1,47.0,F,U,70270.0,8,41,7,19,64
680,1,15.0,21,21,F,0,47.0,M,H,53349.0,2,2,11,21,18
681,0,5.0,20,20,F,0,41.0,F,U,53735.0,1,1,15,22,22
682,0,5.0,16,16,F,0,84.0,F,U,53735.0,1,1,16,21,19
683,1,5.0,17,122,S,1,84.0,M,H,34587.0,11,40,19,49,102
684,0,5.0,17,56,S,1,37.0,F,U,34587.0,1,8,19,38,61
685,0,5.0,17,110,S,1,69.0,M,H,44278.0,8,46,19,47,111
686,0,5.0,16,76,S,1,35.0,F,H,44853.0,9,18,20,51,79
687,0,5.0,16,23,N,1,77.0,M,H,103465.0,6,6,20,36,32
688,0,5.0,17,123,S,1,73.0,M,U,44747.0,9,41,20,53,117
689,0,5.0,24,24,N,0,45.0,M,U,69112.0,2,2,10,24,21
690,0,5.0,15,86,A,0,56.0,F,H,69112.0,8,19,21,54,92
691,0,5.0,23,23,N,0,69.0,F,H,55939.0,2,2,14,24,21
692,1,5.0,17,40,A,0,77.0,F,U,55939.0,4,5,17,31,29
693,0,10.0,19,75,A,0,77.0,F,U,68338.0,1,7,19,40,76
694,0,10.0,15,41,A,1,76.0,F,H,68338.0,5,7,14,44,45
695,1,10.0,17,21,N,0,62.0,F,H,72040.0,4,4,19,31,27
696,0,10.0,16,45,A,1,54.0,M,H,72040.0,6,10,31,53,77
697,1,10.0,7,122,S,1,79.0,M,H,39460.0,6,37,28,53,122
698,1,10.0,15,120,A,1,39.0,F,U,39460.0,7,23,20,53,108
699,1,21.0,18,78,A,0,40.0,M,H,62117.0,2,9,14,34,63
700,0,10.0,16,16,F,0,55.0,M,H,62117.0,2,2,15,22,18
701,1,10.0,17,92,S,1,57.0,F,H,84201.0,6,21,19,50,92
702,1,10.0,18,128,A,1,69.0,F,H,65037.0,3,24,18,47,110
703,0,10.0,15,127,S,1,37.0,M,U,65037.0,13,43,30,61,122
704,1,10.0,19,129,S,1,69.0,F,H,43250.0,11,44,17,46,110
705,0,7.0,18,43,A,0,33.0,M,H,43250.0,1,2,12,27,41
706,0,7.0,26,75,A,0,33.0,M,U,58850.0,3,6,16,44,43
